PolicyID,CustomerID,AgentID,InsuranceType,StartDate,EndDate,PremiumAmount,PaymentFrequency,CoverageAmount,PolicyStatus,DeductibleAmount,RiskLevel,UnderwritingScore,AutoRenewal,YearMonth
POL000195,CUS008873,AGT0187,Health,03-04-2021,03-04-2022,6972.27,Monthly,24000,Active,818.86,Medium,640,TRUE,2021-04
POL000196,CUS008139,AGT0194,Travel,19-06-2020,19-06-2021,328.36,Annual,42000,Active,1941.61,Low,737,FALSE,2020-06
POL000197,CUS000580,AGT0100,Life,08-04-2022,08-04-2023,109.99,Quarterly,1161000,Active,44090.74,High,495,FALSE,2022-04
POL000198,CUS005103,AGT0060,Travel,01-04-2021,01-04-2022,26.99,Monthly,24000,Canceled,1098.41,Medium,601,TRUE,2021-04
POL000199,CUS003620,AGT0013,Home,18-06-2023,17-06-2024,70.62,Quarterly,304000,Active,12864.86,Medium,776,FALSE,2023-06
POL000200,CUS007099,AGT0046,Auto,20-12-2021,20-12-2022,876.37,Monthly,204000,Active,2160.89,High,524,TRUE,2021-12
POL000201,CUS000945,AGT0179,Life,05-07-2023,04-07-2024,843.44,Monthly,860000,Expired,33869.83,Low,454,FALSE,2023-07
POL000202,CUS008308,AGT0000,Home,16-05-2023,15-05-2024,2362.2,Quarterly,447000,Active,8762.56,Medium,659,TRUE,2023-05
POL000203,CUS001168,AGT0146,Auto,08-02-2020,07-02-2021,791.28,Monthly,432000,Active,6429.98,Medium,302,TRUE,2020-02
POL000204,CUS009398,AGT0147,Travel,03-02-2024,02-02-2025,229.44,Monthly,20000,Active,904.94,Medium,439,FALSE,2024-02
POL000205,CUS004160,AGT0155,Travel,22-06-2024,22-06-2025,166.09,Monthly,11000,Active,339.36,Medium,491,TRUE,2024-06
POL000206,CUS004546,AGT0047,Life,03-12-2020,03-12-2021,595.99,Quarterly,1619000,Active,72875.13,Medium,785,TRUE,2020-12
POL000207,CUS007401,AGT0133,Life,18-06-2020,18-06-2021,377.94,Monthly,1804000,Active,32751.87,Medium,699,TRUE,2020-06
POL000208,CUS006916,AGT0106,Health,13-11-2024,13-11-2025,7428.42,Quarterly,81000,Active,3883.48,Low,652,TRUE,2024-11
POL000209,CUS005668,AGT0102,Auto,25-07-2022,25-07-2023,1087.51,Quarterly,71000,Active,3519.11,Low,541,TRUE,2022-07
POL000210,CUS002198,AGT0104,Health,30-05-2022,30-05-2023,14448.14,Monthly,97000,Active,2216.5,Medium,599,TRUE,2022-05
POL000211,CUS004368,AGT0180,Health,09-01-2020,08-01-2021,13701.99,Monthly,39000,Expired,1926.04,Medium,432,TRUE,2020-01
POL000212,CUS008058,AGT0043,Auto,10-11-2020,10-11-2021,203.8,Monthly,110000,Active,3794.86,Medium,408,TRUE,2020-11
POL000213,CUS009900,AGT0082,Home,17-10-2023,16-10-2024,3403.72,Monthly,684000,Active,7758.75,High,831,FALSE,2023-10
POL000214,CUS006933,AGT0141,Health,21-11-2023,20-11-2024,5117.97,Quarterly,19000,Canceled,371.52,High,549,TRUE,2023-11
POL000215,CUS009897,AGT0159,Health,01-03-2020,01-03-2021,10046.23,Annual,40000,Active,451.41,Medium,721,TRUE,2020-03
POL000216,CUS006135,AGT0027,Auto,04-01-2021,04-01-2022,749.3,Monthly,53000,Active,2247.39,Medium,458,TRUE,2021-01
POL000217,CUS004763,AGT0064,Health,21-03-2020,21-03-2021,5561.73,Monthly,43000,Active,1479.58,Medium,393,TRUE,2020-03
POL000218,CUS000359,AGT0014,Home,04-07-2024,04-07-2025,382.56,Monthly,579000,Expired,27730.1,Low,373,TRUE,2024-07
POL000219,CUS005900,AGT0197,Auto,05-12-2021,05-12-2022,984.86,Quarterly,300000,Expired,3492.85,High,416,FALSE,2021-12
POL000220,CUS000591,AGT0027,Home,14-05-2021,14-05-2022,594.76,Quarterly,934000,Active,30487.65,Medium,812,TRUE,2021-05
POL000221,CUS003751,AGT0174,Travel,14-04-2021,14-04-2022,303.27,Monthly,41000,Active,1968.94,Medium,520,FALSE,2021-04
POL000222,CUS001866,AGT0111,Home,28-12-2023,27-12-2024,4397.17,Quarterly,318000,Active,10637.26,Medium,607,TRUE,2023-12
POL000223,CUS002914,AGT0181,Life,20-08-2023,19-08-2024,698.36,Annual,326000,Active,15379.13,High,681,TRUE,2023-08
POL000224,CUS006717,AGT0185,Travel,29-09-2024,29-09-2025,465.89,Monthly,12000,Canceled,198.21,Medium,828,FALSE,2024-09
POL000225,CUS003396,AGT0172,Travel,24-09-2022,24-09-2023,401.46,Quarterly,32000,Active,1004.44,Low,553,TRUE,2022-09
POL000226,CUS007178,AGT0046,Health,01-12-2021,01-12-2022,3035.22,Annual,14000,Expired,585.91,Medium,747,FALSE,2021-12
POL000227,CUS008871,AGT0091,Travel,25-10-2022,25-10-2023,116.34,Annual,29000,Expired,1293.31,Medium,396,FALSE,2022-10
POL000228,CUS004761,AGT0003,Life,12-01-2024,11-01-2025,2359.69,Quarterly,63000,Active,2315.76,Low,441,TRUE,2024-01
POL000229,CUS006918,AGT0125,Auto,18-04-2021,18-04-2022,880.26,Quarterly,68000,Active,3094.22,High,777,FALSE,2021-04
POL000230,CUS007095,AGT0129,Home,21-11-2021,21-11-2022,2953.15,Monthly,887000,Active,32245.55,Low,309,TRUE,2021-11
POL000231,CUS003011,AGT0072,Auto,11-11-2023,10-11-2024,703.89,Monthly,349000,Expired,5783.78,Medium,364,TRUE,2023-11
POL000232,CUS001193,AGT0105,Travel,04-01-2024,03-01-2025,875.43,Monthly,33000,Active,468.31,High,700,FALSE,2024-01
POL000233,CUS005216,AGT0092,Life,10-11-2023,09-11-2024,286.73,Monthly,593000,Expired,7103.54,Low,432,TRUE,2023-11
POL000234,CUS000990,AGT0181,Home,21-04-2022,21-04-2023,4501.44,Monthly,134000,Active,1816.62,Medium,301,TRUE,2022-04
POL000235,CUS007499,AGT0194,Health,26-12-2023,25-12-2024,6198.35,Quarterly,94000,Expired,1143.89,High,477,TRUE,2023-12
POL000236,CUS008217,AGT0123,Auto,25-10-2024,25-10-2025,2897.01,Monthly,288000,Active,7549.88,Medium,431,FALSE,2024-10
POL000237,CUS005591,AGT0161,Life,30-10-2023,29-10-2024,1624.85,Quarterly,1921000,Active,81702.38,High,724,TRUE,2023-10
POL000238,CUS003989,AGT0180,Home,27-06-2022,27-06-2023,64.89,Monthly,918000,Active,31604.59,High,357,TRUE,2022-06
POL000239,CUS009731,AGT0090,Travel,16-08-2020,16-08-2021,292.47,Monthly,40000,Expired,895.47,High,749,TRUE,2020-08
POL000240,CUS006754,AGT0166,Travel,09-09-2021,09-09-2022,186.88,Quarterly,50000,Active,2008.13,Low,814,TRUE,2021-09
POL000241,CUS005577,AGT0010,Life,19-01-2024,18-01-2025,492.29,Monthly,922000,Active,13639.87,Low,386,FALSE,2024-01
POL000242,CUS009443,AGT0086,Health,03-07-2020,03-07-2021,2495.72,Monthly,51000,Active,2130.4,Low,467,TRUE,2020-07
POL000243,CUS004443,AGT0115,Auto,21-02-2020,20-02-2021,908,Quarterly,75000,Active,989.58,Low,697,TRUE,2020-02
POL000244,CUS000446,AGT0026,Home,30-04-2022,30-04-2023,279.43,Quarterly,407000,Active,16641.69,Medium,812,FALSE,2022-04
POL000245,CUS005185,AGT0167,Home,07-12-2023,06-12-2024,367.5,Annual,625000,Expired,27127.62,Medium,493,FALSE,2023-12
POL000246,CUS007083,AGT0083,Travel,16-07-2022,16-07-2023,598.23,Quarterly,5000,Active,130.61,High,681,TRUE,2022-07
POL000247,CUS006389,AGT0015,Travel,03-06-2023,02-06-2024,718.82,Quarterly,47000,Active,483.26,Medium,740,TRUE,2023-06
POL000248,CUS008427,AGT0091,Health,16-09-2024,16-09-2025,672.39,Quarterly,68000,Active,1196.65,Medium,759,FALSE,2024-09
POL000249,CUS005351,AGT0183,Travel,14-01-2023,14-01-2024,198.11,Annual,33000,Active,802.4,Medium,502,TRUE,2023-01
POL000250,CUS000910,AGT0073,Life,29-12-2024,29-12-2025,536.3,Monthly,1745000,Active,74200.92,Medium,685,TRUE,2024-12
POL000251,CUS008044,AGT0053,Auto,27-02-2021,27-02-2022,1091.74,Monthly,95000,Active,4007.71,Medium,425,TRUE,2021-02
POL000252,CUS004853,AGT0115,Life,08-09-2020,08-09-2021,1623.96,Quarterly,195000,Active,7435.99,High,789,TRUE,2020-09
POL000253,CUS004093,AGT0171,Health,05-10-2022,05-10-2023,8103.9,Monthly,36000,Expired,882.82,Medium,692,FALSE,2022-10
POL000254,CUS008923,AGT0158,Home,07-05-2022,07-05-2023,1929.91,Quarterly,131000,Canceled,4588.37,Medium,334,TRUE,2022-05
POL000255,CUS000558,AGT0095,Health,05-06-2020,05-06-2021,229.22,Monthly,25000,Expired,874.53,Medium,794,FALSE,2020-06
POL000256,CUS006636,AGT0084,Home,06-02-2024,05-02-2025,2941.79,Monthly,878000,Expired,19357.69,Low,532,TRUE,2024-02
POL000257,CUS001062,AGT0139,Home,12-02-2020,11-02-2021,499.91,Monthly,381000,Active,15832.16,Medium,598,TRUE,2020-02
POL000258,CUS003898,AGT0181,Home,20-02-2022,20-02-2023,866.79,Monthly,503000,Active,14798.18,Medium,807,TRUE,2022-02
POL000259,CUS000656,AGT0071,Home,28-06-2023,27-06-2024,2010.11,Quarterly,783000,Active,17867.83,Medium,841,TRUE,2023-06
POL000260,CUS003393,AGT0013,Home,09-03-2022,09-03-2023,2222.8,Quarterly,464000,Active,21285.36,Medium,605,FALSE,2022-03
POL000261,CUS000413,AGT0136,Auto,10-10-2024,10-10-2025,1816.76,Monthly,332000,Active,4949.09,Medium,393,TRUE,2024-10
POL000262,CUS005215,AGT0178,Life,01-10-2021,01-10-2022,534.75,Monthly,1553000,Active,52288.71,Low,763,TRUE,2021-10
POL000263,CUS001893,AGT0053,Health,10-06-2023,09-06-2024,955.88,Quarterly,82000,Expired,3828.63,Low,547,TRUE,2023-06
POL000264,CUS003905,AGT0070,Auto,11-05-2021,11-05-2022,1100.35,Quarterly,159000,Active,1697.92,Medium,400,FALSE,2021-05
POL000265,CUS009665,AGT0046,Health,05-08-2020,05-08-2021,5373.6,Quarterly,89000,Active,1201.5,Medium,718,TRUE,2020-08
POL000266,CUS008331,AGT0099,Health,14-12-2022,14-12-2023,9989.09,Quarterly,41000,Active,1832.96,Medium,569,TRUE,2022-12
POL000267,CUS005214,AGT0103,Home,08-04-2020,08-04-2021,6466.56,Monthly,549000,Active,22284.83,Medium,480,TRUE,2020-04
POL000268,CUS005737,AGT0125,Home,12-11-2022,12-11-2023,4949.88,Monthly,617000,Active,27315.11,Medium,435,TRUE,2022-11
POL000269,CUS000036,AGT0074,Travel,15-05-2021,15-05-2022,179.43,Monthly,7000,Expired,89.7,High,809,TRUE,2021-05
POL000270,CUS007626,AGT0107,Health,25-03-2023,24-03-2024,7339.94,Monthly,17000,Active,496.04,Medium,414,TRUE,2023-03
POL000271,CUS004202,AGT0117,Health,10-08-2023,09-08-2024,1113.88,Quarterly,56000,Expired,1826.81,High,736,TRUE,2023-08
POL000272,CUS001198,AGT0019,Auto,09-03-2022,09-03-2023,1146.62,Monthly,443000,Active,5028.13,High,365,FALSE,2022-03
POL000273,CUS002794,AGT0057,Travel,04-04-2023,03-04-2024,774.83,Monthly,20000,Active,921.44,High,498,FALSE,2023-04
POL000274,CUS004862,AGT0096,Home,27-06-2022,27-06-2023,3558.51,Annual,366000,Canceled,6948.02,Medium,323,TRUE,2022-06
POL000275,CUS002634,AGT0120,Life,12-08-2022,12-08-2023,395.18,Monthly,1115000,Active,26527.7,High,485,TRUE,2022-08
POL000276,CUS009531,AGT0054,Life,20-09-2023,19-09-2024,258.41,Monthly,1806000,Active,73957.74,Medium,793,TRUE,2023-09
POL000277,CUS002542,AGT0160,Travel,13-03-2021,13-03-2022,99.26,Annual,31000,Active,930.17,Medium,616,FALSE,2021-03
POL000278,CUS000828,AGT0091,Health,24-11-2021,24-11-2022,2216.61,Annual,87000,Active,1733.03,Low,752,TRUE,2021-11
POL000279,CUS009117,AGT0087,Auto,09-05-2023,08-05-2024,1923.65,Quarterly,467000,Active,15918,Medium,511,TRUE,2023-05
POL000280,CUS009085,AGT0190,Travel,26-03-2020,26-03-2021,351.4,Quarterly,20000,Active,912.47,Medium,626,TRUE,2020-03
POL000281,CUS003730,AGT0151,Travel,21-02-2020,20-02-2021,54.37,Monthly,9000,Expired,114.48,Medium,716,TRUE,2020-02
POL000282,CUS005129,AGT0080,Travel,24-12-2024,24-12-2025,628.51,Monthly,7000,Active,159.9,Low,494,FALSE,2024-12
POL000283,CUS003213,AGT0029,Health,21-05-2023,20-05-2024,7407.12,Monthly,59000,Active,2849.56,Medium,552,FALSE,2023-05
POL000284,CUS002490,AGT0129,Home,18-10-2022,18-10-2023,50.19,Quarterly,768000,Active,20297.04,Medium,798,TRUE,2022-10
POL000285,CUS009207,AGT0111,Auto,11-06-2024,11-06-2025,1703.72,Quarterly,438000,Active,19565.25,Low,810,FALSE,2024-06
POL000286,CUS008448,AGT0079,Travel,10-05-2024,10-05-2025,235.42,Monthly,21000,Active,640.35,Low,790,TRUE,2024-05
POL000287,CUS005057,AGT0091,Travel,27-01-2021,27-01-2022,246.99,Quarterly,43000,Active,1475.3,Medium,320,TRUE,2021-01
POL000288,CUS004253,AGT0028,Life,10-10-2020,10-10-2021,1365.88,Quarterly,612000,Active,7004.19,Low,733,FALSE,2020-10
POL000289,CUS000351,AGT0197,Travel,01-11-2022,01-11-2023,170.56,Monthly,12000,Active,423.42,Low,671,FALSE,2022-11
POL000290,CUS005019,AGT0028,Life,21-03-2022,21-03-2023,969.95,Quarterly,1950000,Canceled,31608.12,Medium,813,TRUE,2022-03
POL000291,CUS002362,AGT0186,Auto,01-08-2024,01-08-2025,875.32,Quarterly,138000,Active,6147.48,Low,363,FALSE,2024-08
POL000292,CUS009567,AGT0118,Auto,05-05-2024,05-05-2025,2007.76,Monthly,313000,Active,10530.22,Medium,609,TRUE,2024-05
POL000293,CUS004067,AGT0194,Home,21-12-2021,21-12-2022,1896.88,Quarterly,851000,Active,11178.99,Medium,707,FALSE,2021-12
POL000294,CUS004984,AGT0135,Travel,24-01-2023,24-01-2024,321.27,Monthly,31000,Active,1317.41,Medium,306,TRUE,2023-01
POL000295,CUS009542,AGT0021,Life,10-08-2024,10-08-2025,188.92,Quarterly,1874000,Expired,91005.33,Medium,677,FALSE,2024-08
POL000296,CUS007918,AGT0008,Travel,02-03-2022,02-03-2023,335.16,Monthly,37000,Active,865.46,Medium,631,TRUE,2022-03
POL000297,CUS007337,AGT0013,Travel,15-12-2023,14-12-2024,403.7,Monthly,24000,Active,947.45,Medium,604,TRUE,2023-12
POL000298,CUS001092,AGT0025,Health,13-07-2023,12-07-2024,7741.38,Monthly,69000,Active,729.4,High,508,FALSE,2023-07
POL000299,CUS009358,AGT0017,Health,22-01-2022,22-01-2023,1047.13,Quarterly,83000,Active,1300.99,Low,777,TRUE,2022-01
POL000300,CUS003187,AGT0156,Home,26-04-2024,26-04-2025,5464.13,Monthly,556000,Active,11369.84,Low,622,FALSE,2024-04
POL000301,CUS000544,AGT0009,Travel,19-01-2021,19-01-2022,498.99,Quarterly,49000,Active,889.6,Medium,314,TRUE,2021-01
POL000302,CUS008829,AGT0127,Health,18-08-2021,18-08-2022,582.92,Monthly,70000,Active,3287.55,Medium,590,TRUE,2021-08
POL000303,CUS003085,AGT0136,Auto,18-05-2020,18-05-2021,880.55,Monthly,210000,Active,8871.94,Medium,555,TRUE,2020-05
POL000304,CUS000964,AGT0172,Home,21-05-2023,20-05-2024,1052.65,Quarterly,798000,Active,13821.01,Low,643,TRUE,2023-05
POL000305,CUS002898,AGT0180,Travel,12-05-2022,12-05-2023,301.65,Quarterly,31000,Canceled,727.25,Medium,457,TRUE,2022-05
POL000306,CUS004131,AGT0179,Auto,09-01-2020,08-01-2021,2170.3,Quarterly,433000,Active,10010,Medium,739,FALSE,2020-01
POL000307,CUS008161,AGT0117,Health,31-07-2021,31-07-2022,193.59,Quarterly,63000,Expired,1384.38,High,836,TRUE,2021-07
POL000308,CUS008892,AGT0008,Travel,10-12-2020,10-12-2021,96.87,Monthly,9000,Active,119.42,High,489,TRUE,2020-12
POL000309,CUS005250,AGT0168,Life,05-09-2023,04-09-2024,666.7,Monthly,1828000,Active,69031.85,High,362,TRUE,2023-09
POL000310,CUS007229,AGT0150,Home,09-09-2023,08-09-2024,3063.02,Quarterly,992000,Active,41646.59,Medium,366,TRUE,2023-09
POL000311,CUS009934,AGT0142,Auto,24-04-2024,24-04-2025,313.95,Monthly,338000,Expired,6164.27,Medium,588,TRUE,2024-04
POL000312,CUS009468,AGT0166,Health,07-05-2021,07-05-2022,7815.05,Quarterly,12000,Active,204.04,Medium,379,FALSE,2021-05
POL000313,CUS008985,AGT0046,Travel,11-09-2024,11-09-2025,501.22,Quarterly,11000,Active,450.94,Medium,342,TRUE,2024-09
POL000314,CUS009872,AGT0159,Auto,31-03-2024,31-03-2025,1655.97,Monthly,193000,Active,6915.55,Medium,492,TRUE,2024-03
POL000315,CUS000714,AGT0133,Home,03-07-2022,03-07-2023,1324.51,Monthly,995000,Active,24338.06,Medium,761,TRUE,2022-07
POL000316,CUS003965,AGT0111,Home,15-07-2020,15-07-2021,1052.23,Monthly,824000,Active,8339.92,High,835,TRUE,2020-07
POL000317,CUS006205,AGT0148,Life,08-10-2020,08-10-2021,9.05,Monthly,1951000,Active,63615.8,Medium,718,TRUE,2020-10
POL000318,CUS001835,AGT0119,Auto,17-02-2022,17-02-2023,911.94,Monthly,172000,Active,3244.61,Low,316,TRUE,2022-02
POL000319,CUS000284,AGT0082,Travel,30-05-2024,30-05-2025,205.86,Monthly,8000,Canceled,207.47,High,383,TRUE,2024-05
POL000320,CUS005381,AGT0190,Life,09-11-2023,08-11-2024,1294.62,Quarterly,909000,Active,10141.25,Medium,624,TRUE,2023-11
POL000321,CUS003836,AGT0017,Home,31-07-2024,31-07-2025,1686.86,Monthly,210000,Active,2709.53,High,737,TRUE,2024-07
POL000322,CUS004146,AGT0171,Life,22-09-2022,22-09-2023,488.12,Monthly,1137000,Active,39206.37,Low,777,FALSE,2022-09
POL000323,CUS002651,AGT0089,Auto,13-01-2020,12-01-2021,191.75,Monthly,458000,Active,12436.16,Medium,816,FALSE,2020-01
POL000324,CUS002120,AGT0021,Health,09-12-2023,08-12-2024,180.91,Monthly,76000,Active,3096.94,High,695,TRUE,2023-12
POL000325,CUS000458,AGT0062,Auto,19-02-2024,18-02-2025,1978,Monthly,290000,Active,3819.14,Medium,761,TRUE,2024-02
POL000326,CUS000704,AGT0078,Travel,09-06-2023,08-06-2024,166.24,Monthly,39000,Active,1164.96,Medium,734,TRUE,2023-06
POL000327,CUS008535,AGT0151,Auto,27-06-2021,27-06-2022,1059.44,Monthly,119000,Active,3407.34,Medium,597,FALSE,2021-06
POL000328,CUS002855,AGT0095,Auto,18-01-2024,17-01-2025,1492.09,Monthly,219000,Canceled,9422.72,Medium,315,TRUE,2024-01
POL000329,CUS004114,AGT0048,Health,07-02-2021,07-02-2022,529.5,Quarterly,47000,Active,1717.66,High,620,TRUE,2021-02
POL000330,CUS005512,AGT0002,Auto,28-11-2024,28-11-2025,418.57,Monthly,247000,Expired,8018.84,Low,529,TRUE,2024-11
POL000331,CUS000032,AGT0105,Health,24-12-2024,24-12-2025,5155.04,Monthly,17000,Active,357.14,Low,465,FALSE,2024-12
POL000332,CUS006602,AGT0166,Home,06-05-2023,05-05-2024,4261.13,Monthly,778000,Active,33219.05,Medium,697,TRUE,2023-05
POL000333,CUS002821,AGT0045,Travel,21-02-2021,21-02-2022,75.56,Quarterly,42000,Active,1797.69,Medium,548,FALSE,2021-02
POL000334,CUS008365,AGT0026,Health,31-08-2023,30-08-2024,633.8,Monthly,100000,Active,2623.74,Low,759,TRUE,2023-08
POL000335,CUS007514,AGT0193,Auto,14-04-2021,14-04-2022,112.62,Monthly,241000,Active,11273.91,Medium,671,TRUE,2021-04
POL000336,CUS006275,AGT0032,Auto,03-12-2024,03-12-2025,1058.91,Quarterly,236000,Active,5980.85,Low,682,TRUE,2024-12
POL000337,CUS006426,AGT0045,Home,12-12-2021,12-12-2022,74.63,Monthly,857000,Active,33970.17,Medium,820,TRUE,2021-12
POL000338,CUS000828,AGT0167,Life,23-07-2022,23-07-2023,354.66,Monthly,82000,Active,1415.51,Low,604,TRUE,2022-07
POL000339,CUS009525,AGT0038,Health,07-10-2024,07-10-2025,4938.69,Monthly,25000,Active,915.26,High,540,TRUE,2024-10
POL000340,CUS001522,AGT0041,Travel,22-02-2020,21-02-2021,450.91,Monthly,6000,Active,257.47,Medium,832,TRUE,2020-02
POL000341,CUS009635,AGT0193,Home,07-10-2020,07-10-2021,1911.31,Annual,911000,Active,38056.7,Medium,705,TRUE,2020-10
POL000342,CUS001817,AGT0081,Health,14-11-2023,13-11-2024,2770.25,Annual,13000,Active,632.93,Medium,811,TRUE,2023-11
POL000343,CUS009821,AGT0113,Travel,24-04-2023,23-04-2024,112.58,Quarterly,21000,Active,410.7,Medium,451,TRUE,2023-04
POL000344,CUS007966,AGT0073,Health,31-05-2021,31-05-2022,4211.77,Quarterly,91000,Active,4129.35,Medium,693,TRUE,2021-05
POL000345,CUS002073,AGT0148,Home,11-12-2020,11-12-2021,158.83,Monthly,890000,Active,36442.29,Low,843,TRUE,2020-12
POL000346,CUS006185,AGT0075,Health,29-08-2020,29-08-2021,4046.59,Monthly,88000,Active,3863.79,Medium,357,TRUE,2020-08
POL000347,CUS005146,AGT0181,Health,22-05-2024,22-05-2025,3127.94,Quarterly,30000,Active,447.5,High,736,FALSE,2024-05
POL000348,CUS007807,AGT0049,Health,30-11-2020,30-11-2021,1242.57,Monthly,78000,Active,3679.99,Medium,601,TRUE,2020-11
POL000349,CUS009960,AGT0010,Auto,18-12-2022,18-12-2023,1752.19,Monthly,412000,Active,4920.95,High,330,FALSE,2022-12
POL000350,CUS003880,AGT0121,Health,29-09-2022,29-09-2023,12412.54,Quarterly,67000,Active,2088.24,Medium,661,TRUE,2022-09
POL000351,CUS008638,AGT0064,Travel,22-03-2024,22-03-2025,93.8,Monthly,22000,Active,262.11,Medium,839,TRUE,2024-03
POL000352,CUS007823,AGT0064,Travel,20-11-2023,19-11-2024,248.04,Annual,28000,Expired,546.2,Low,541,TRUE,2023-11
POL000353,CUS001310,AGT0015,Travel,04-02-2022,04-02-2023,146.24,Quarterly,8000,Active,241.75,Medium,754,TRUE,2022-02
POL000354,CUS006510,AGT0079,Health,18-11-2023,17-11-2024,3002.66,Quarterly,71000,Active,2238.26,Low,513,TRUE,2023-11
POL000355,CUS009367,AGT0151,Home,04-03-2024,04-03-2025,4538.5,Monthly,582000,Active,9716.24,Medium,654,TRUE,2024-03
POL000356,CUS008701,AGT0035,Health,23-05-2021,23-05-2022,2977.92,Monthly,37000,Active,1286.3,Low,737,TRUE,2021-05
POL000357,CUS005351,AGT0064,Health,07-11-2022,07-11-2023,3301.86,Quarterly,42000,Active,721,Medium,822,FALSE,2022-11
POL000358,CUS004997,AGT0007,Home,06-12-2021,06-12-2022,28.23,Monthly,894000,Active,20706.31,Medium,587,FALSE,2021-12
POL000359,CUS007500,AGT0165,Travel,22-06-2020,22-06-2021,598.44,Monthly,45000,Active,1630.98,High,834,FALSE,2020-06
POL000360,CUS006578,AGT0033,Health,16-09-2021,16-09-2022,3817.62,Monthly,98000,Active,4260.25,Medium,671,TRUE,2021-09
POL000361,CUS002253,AGT0126,Travel,08-10-2024,08-10-2025,378.12,Quarterly,40000,Active,1243.24,Medium,814,TRUE,2024-10
POL000362,CUS006056,AGT0100,Auto,23-06-2022,23-06-2023,242.32,Monthly,70000,Active,2795.78,Medium,579,TRUE,2022-06
POL000363,CUS005016,AGT0158,Home,11-12-2020,11-12-2021,184.71,Quarterly,792000,Active,27668,Medium,354,TRUE,2020-12
POL000364,CUS006798,AGT0185,Health,01-02-2024,31-01-2025,7250.74,Monthly,16000,Expired,200.75,Medium,398,TRUE,2024-02
POL000365,CUS003806,AGT0108,Auto,07-04-2024,07-04-2025,1789.13,Quarterly,301000,Expired,5677.09,Medium,728,TRUE,2024-04
POL000366,CUS004021,AGT0057,Life,13-08-2024,13-08-2025,1299.97,Quarterly,339000,Expired,10386.21,Medium,765,FALSE,2024-08
POL000367,CUS006667,AGT0033,Travel,20-12-2022,20-12-2023,35.11,Annual,18000,Expired,236.49,Medium,610,TRUE,2022-12
POL000368,CUS000367,AGT0065,Home,08-10-2023,07-10-2024,930.48,Quarterly,758000,Expired,30997.37,High,689,TRUE,2023-10
POL000369,CUS008884,AGT0007,Auto,10-11-2022,10-11-2023,292.37,Quarterly,499000,Active,8651.05,High,657,TRUE,2022-11
POL000370,CUS007263,AGT0109,Life,03-03-2023,02-03-2024,651.56,Monthly,795000,Active,19051.32,Medium,325,TRUE,2023-03
POL000371,CUS006019,AGT0067,Home,27-01-2022,27-01-2023,1679.22,Monthly,132000,Active,1369.78,Medium,761,TRUE,2022-01
POL000372,CUS004134,AGT0097,Travel,03-03-2021,03-03-2022,467.91,Quarterly,46000,Active,1485.04,Medium,550,TRUE,2021-03
POL000373,CUS000932,AGT0150,Health,14-06-2023,13-06-2024,7941.56,Monthly,40000,Canceled,1254.98,Medium,690,TRUE,2023-06
POL000374,CUS008056,AGT0126,Travel,27-06-2022,27-06-2023,20.08,Quarterly,36000,Active,974.55,Low,401,FALSE,2022-06
POL000375,CUS001028,AGT0021,Auto,15-02-2023,15-02-2024,959.42,Monthly,135000,Active,6638.12,Low,381,TRUE,2023-02
POL000376,CUS009476,AGT0124,Home,02-09-2021,02-09-2022,1715.96,Quarterly,427000,Active,13204.81,Medium,433,TRUE,2021-09
POL000377,CUS006544,AGT0193,Home,08-01-2021,08-01-2022,42.41,Monthly,999000,Active,34623.63,Low,565,TRUE,2021-01
POL000378,CUS005382,AGT0168,Auto,18-02-2020,17-02-2021,1527.1,Monthly,196000,Active,6590.36,High,743,TRUE,2020-02
POL000379,CUS003884,AGT0171,Health,16-04-2021,16-04-2022,632.22,Monthly,24000,Expired,907.36,High,803,TRUE,2021-04
POL000380,CUS006970,AGT0148,Life,21-02-2021,21-02-2022,274.69,Monthly,60000,Active,1681.62,Low,609,TRUE,2021-02
POL000381,CUS008259,AGT0060,Life,09-12-2022,09-12-2023,98.63,Quarterly,276000,Active,5297.99,Medium,553,FALSE,2022-12
